1.260210339433360804e+00 -6.395138821052084865e-02 9.828551462923508231e-01 -3.269215223189638198e-01 1.297927081291797569e+00 6.464984414893919507e-01 -1.582919267673464248e+00 1.069825467471626324e+00 -1.017627473456314657e+00 9.936492939367530530e-02 -2.098434929309786132e-02 -1.285583182743772479e-01 -7.209013855322078390e-01 2.740917039589251258e-01 1.289436341162087274e+00 -5.536325060501653406e-01 3.290266216895847418e-01 -9.544834844227231829e-02 1.377475835976447849e+00 6.847332116073004959e-01 4.475969673004209226e-01 2.097134347860226955e-01 9.603300071315444830e-01 -6.458233796681102090e-01 -3.174419541270823708e-01 1.383940865382498608e-01 -1.834540349119219982e-01 1.658577677603439993e+00 3.702718778054680526e-01 1.054727322691010105e+00 5.026331766120735178e-01 1.657405532508858359e+00
-1.141868277544162424e+00 8.668354147522094877e-01 1.207715275358590912e+00 1.781438361659730241e+00 4.652579779660697690e-01 -1.369413054099721805e-01 8.326030754791744481e-01 -1.424334438853374296e+00 -3.257476634914135416e-01 2.596750000765836397e+00 -1.466256088983495520e-01 1.735823666286942790e-01 -8.975526411212508826e-02 5.657069141119416278e-01 8.791560160838991500e-01 -1.389871641294825988e+00 4.856193914321688676e-01 7.991035514554276631e-01 1.563378561795753852e+00 3.283839701998454430e-01 2.027977811975765654e+00 7.465997564345396853e-01 3.448185869428103678e-01 2.164334165070657345e+00 3.942320453316841555e-01 1.067617172394471625e+00 -1.328612511705818400e-01 6.421459834635888653e-01 -6.883239167386557833e-01 -6.863021217075934155e-01 2.490020925692027820e+00 1.003448484002238128e-02
-8.020502420073754024e-01 -7.009086418656957918e-01 3.801506886110136429e-01 7.441330088751278993e-01 1.042287298999253986e+00 7.114176477089090289e-01 -7.309201019053241932e-01 -1.139198003948186377e+00 9.871944048611207556e-01 1.143230206655217795e+00 -6.253206790769114121e-02 -2.142554854170306278e-01 2.387296362693117624e-01 8.988547809446855164e-01 6.147351903858586653e-01 -1.446435496878388349e+00 -6.590186820478921570e-01 3.187695274849598748e-02 2.027362073263578424e+00 1.805449422887473121e+00 -5.878164517833329716e-01 -6.116596044035223917e-02 1.708186316353994316e+00 -6.383937658446343644e-01 7.934199675972420929e-01 3.721800766048041775e-01 8.231532841526598143e-02 1.944791123132175281e+00 9.843798275351670624e-01 1.166684445918249491e+00 -3.462195727893341290e-02 -3.983866476287158398e-01
-2.051980942758790949e-01 -1.247072145219923156e+00 1.293407645384661242e+00 9.888560661917978889e-01 5.021441840621616581e-01 -1.413926864663538341e+00 1.336082213552528764e+00 -6.877276350683023676e-01 2.228243771546490670e+00 3.197610006328354681e-01 1.789328260406410021e+00 -1.587610365409792557e-01 1.932993782657458803e+00 1.294508736236441138e+00 7.462392244130976460e-01 -1.627060676892652546e+00 1.324002920779075720e-01 9.501868453088913036e-01 1.449824887215206415e-01 8.066883678873855157e-01 1.922619522360144773e+00 5.973229375201252189e-01 2.028144488470599249e+00 3.282665070117524175e-01 -6.150225442474543947e-01 -3.839662354728445304e-01 -2.749024170616951035e-01 2.209662448273507884e+00 -3.243097279239967046e-01 -1.740228711706447162e-01 -4.633448491278375214e-01 -6.762695985745730276e-01
-6.351700507326496492e-01 1.713142578980982322e-01 1.561549247626735637e+00 2.017096992036636394e+00 1.390026633853025606e+00 9.803984171447129026e-03 2.853418652916668297e-01 -1.712636465455782686e-01 1.076661927574076749e+00 1.791794812317703267e-01 -8.221511205425137137e-01 2.286283900337205299e+00 1.489887321968346390e+00 3.085794638053035790e-02 1.352175831409715201e+00 -3.778822731480896424e-01 1.022362556974418579e+00 -7.260887378922497026e-01 -5.769883459487704647e-01 4.452443889466863869e-01 1.665525181607833582e+00 -2.516972193150102122e-01 1.803827416208368672e-02 9.995584105747876702e-01 4.353996644254072845e-01 -1.194818585346141715e+00 -1.150959804967695455e+00 4.714109327124135218e-01 -4.485309123003433096e-01 1.592209680276857275e+00 5.860028558938128462e-01 8.123012457398138819e-01
-9.141566272366384860e-01 2.384530814534051857e-01 4.691761040107572667e-01 1.754916761136053882e+00 3.226435929325011109e-01 -9.342791825800615957e-01 6.277459580007215267e-01 2.260980952949460943e-01 1.712753607897894437e-01 1.370091247504151566e+00 7.170708387077920909e-01 -1.012843134964740877e+00 9.797483503183235243e-02 -1.043119535862887665e-01 -9.152402681506549564e-01 -3.437930971159337545e-01 2.867387952772851301e-02 3.864874855478240279e-01 5.749071917515831409e-02 2.340821091309888136e-01 1.174033834603385618e+00 8.817843100380942101e-01 -5.771803726000452883e-01 8.932894238149561295e-01 -2.109558233918680692e+00 7.588207234593841166e-01 1.780007526793608852e+00 1.073663813505050246e+00 6.037387755426417701e-01 -2.897526392054109445e-01 1.014123757792428693e+00 -8.133611657725739463e-02
-6.799382033576273354e-01 3.606760675237504626e-02 1.636387592139340041e-01 6.341460501686935203e-01 7.000887241328377364e-01 1.805164818126133053e+00 -1.227801110309210963e-01 -1.469616907122898608e+00 -1.686718718528912586e-01 3.419235124874910881e-01 1.066795016832535747e+00 9.263724846618296427e-01 -1.150368985756282797e-01 -1.163816125694797365e-01 1.340528042788007745e+00 1.516186374793065506e+00 3.397429753630936689e-01 3.344303154028032132e-01 -3.636365373706684778e-02 9.477709573522754560e-01 5.294411425488546596e-01 1.660408455570255848e+00 -3.865341339527486042e-01 1.661042767395169095e+00 1.217002579580460653e+00 -8.782480553513258292e-02 7.030150084963536772e-01 -5.889276501297850963e-01 1.016623397361955394e+00 6.478637056955561802e-01 2.116832854871371072e+00 1.082040788652132157e+00
4.018410803362553185e-01 1.329243410727164232e+00 -1.680848485416892024e-01 -7.013256208812260195e-02 7.534363129777409407e-01 -1.822776160936910306e-01 -1.530531602210969400e-01 6.015334481964293989e-01 -3.284257130490472743e-01 -1.388487862623465352e+00 1.030077445200006991e+00 1.904847228163603523e+00 1.052142908847748970e+00 -9.791320918843875454e-01 -1.491194037992731980e+00 2.159402986203500519e-01 -1.379602000201435974e+00 2.209284389289861705e-01 -4.072783890403296192e-02 7.594794315368726956e-01 -5.903209263703797921e-02 2.753622832572952817e-01 1.733669854011047340e+00 6.805266097077834475e-01 2.413823919163632592e+00 1.222160395558851587e+00 8.479570975211703221e-01 2.556095376035176781e-01 3.098177332150584551e+00 3.641851760041066588e-01 1.530396973658142423e+00 -2.615128677037510951e-01
9.717572849333970531e-02 9.163081586683688440e-02 1.157156500401393950e+00 9.183320776897420101e-01 -5.789104628214510884e-01 1.137243956267908862e+00 3.725100733739116765e-01 4.358358037633495718e-01 5.605868387459664870e-01 1.562302404335080386e+00 -1.119052668917045468e+00 8.094320723959803621e-01 1.198540642007829726e+00 4.741007566520901162e-01 7.812756961888102092e-01 8.458061685480991465e-02 6.254741108319867848e-01 6.363802808923761933e-01 1.959655638784323084e-01 -1.660524274622478202e+00 -2.586454353081212298e-01 8.389886703080180752e-02 1.664032952982889224e+00 1.802741236504486810e+00 1.192325989395280894e+00 -3.533125639917359395e-01 -3.004290790455503291e-01 3.341824871448685341e-01 1.817130141872289606e+00 9.407992623209076033e-01 4.995344669564735773e-01 7.850041844603385943e-01
1.139681020722952409e+00 -8.081088258802632263e-01 6.044919212371181461e-01 3.155854163758726738e-01 -3.817530265329032585e-02 -5.206017302181740192e-01 1.279602081487426490e+00 9.824667452973192550e-01 -1.573745231403112232e-01 7.421878494720841601e-01 1.926988249548784726e-01 1.793936194643008353e+00 1.047502345032092608e+00 8.415664000476530404e-01 1.021369800519360327e+00 -3.514074690867430295e-01 6.626244568714541039e-01 -5.879782605556082425e-02 -2.056850484713109439e-01 1.735601888057428099e-01 1.047427033480784253e+00 -3.502679547793071668e-01 -1.910374259378873341e-01 6.851748547868200534e-01 2.076786740973086687e-01 9.516275647794879555e-01 3.262960411810676975e-01 1.572182100085202539e+00 1.393358778487409300e+00 -8.311469442884942271e-01 1.955344979388810023e+00 -1.271088668669008159e-01
